denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.250000
epoch, cost, error_rate, time
(0, 77.035714205306903, 0.0838, 59.16345191001892)
(1, 69.863192377306532, 0.0674, 118.29440689086914)
(2, 67.672071916249095, 0.0585, 177.44034099578857)
(3, 66.348044901454671, 0.0535, 236.5838758945465)
(4, 65.406352173831763, 0.053, 295.73798084259033)
(5, 64.837773772416782, 0.0505, 354.800598859787)
(6, 64.344190597946621, 0.0495, 413.8518068790436)
(7, 64.014298452398137, 0.0481, 472.9904239177704)
(8, 63.702122487003614, 0.0439, 532.2317628860474)
(9, 63.452397055942114, 0.0439, 591.6410639286041)
(10, 63.238579373521148, 0.0428, 650.6823589801788)
(11, 63.101075319176005, 0.0422, 709.9281618595123)
(12, 62.900575310919059, 0.0383, 769.1006088256836)
(13, 62.807933054083286, 0.0404, 828.1932458877563)
(14, 62.672172137665036, 0.0388, 887.2233159542084)
(15, 62.582497225232274, 0.0387, 946.3317568302155)
(16, 62.459237340737587, 0.0364, 1005.6819839477539)
(17, 62.383879603081049, 0.0365, 1064.928918838501)
(18, 62.302301030680376, 0.0364, 1124.1120188236237)
(19, 62.236687335842895, 0.0351, 1183.4032490253448)
(20, 62.185809340987227, 0.0344, 1242.699952840805)
(21, 62.104606990945527, 0.0329, 1301.7917399406433)
(22, 62.068238516815391, 0.0341, 1361.0205149650574)
(23, 61.986704466264285, 0.0335, 1420.2149708271027)
(24, 61.948734329915233, 0.0326, 1479.415549993515)
(25, 61.910997603803224, 0.0339, 1538.4540469646454)
(26, 61.850014102934381, 0.0308, 1597.778640985489)
(27, 61.788099964621161, 0.0348, 1656.8355460166931)
(28, 61.800237764745994, 0.0301, 1715.9827198982239)
(29, 61.747071721332127, 0.0321, 1774.9229819774628)
(30, 61.70554378370106, 0.0302, 1834.1141798496246)
(31, 61.679477574022172, 0.0312, 1893.2643339633942)
(32, 61.663680365205323, 0.0307, 1952.583997964859)
(33, 61.628933335883509, 0.0303, 2011.7725508213043)
(34, 61.633787815821428, 0.0298, 2070.9648599624634)
(35, 61.562222341023713, 0.0314, 2130.1658039093018)
(36, 61.533842563227317, 0.0297, 2189.412031888962)
(37, 61.507970990171366, 0.0294, 2248.5497698783875)
(38, 61.503794071183854, 0.031, 2307.680023908615)
(39, 61.451208800694175, 0.0291, 2367.174686908722)
(40, 61.434822560678143, 0.0298, 2426.2978858947754)
(41, 61.434564315655294, 0.0282, 2485.3367149829865)
(42, 61.417194279580784, 0.0286, 2544.364436864853)
(43, 61.401784227638657, 0.0284, 2603.7831089496613)
(44, 61.350774229857805, 0.0285, 2662.977276802063)
(45, 61.347978274285808, 0.0283, 2722.034423828125)
(46, 61.322985558763087, 0.0289, 2781.288820028305)
(47, 61.30203786080348, 0.0277, 2840.513365983963)
(48, 61.277797684161122, 0.0283, 2899.877278804779)
(49, 61.25499881231589, 0.0274, 2959.118318796158)
(50, 61.25770478266174, 0.0273, 3018.325148820877)
(51, 61.231397830462925, 0.0274, 3077.524496793747)
(52, 61.201294811277499, 0.0263, 3136.5272438526154)
(53, 61.222016002145828, 0.0276, 3195.535749912262)
(54, 61.183455906971652, 0.0262, 3254.769814014435)
(55, 61.194841110773062, 0.0275, 3313.8283689022064)
(56, 61.15937909565929, 0.0288, 3372.983340024948)
(57, 61.15327815057929, 0.0267, 3432.1474888324738)
(58, 61.132242237565528, 0.0266, 3491.2950417995453)
(59, 61.139268661010163, 0.0281, 3550.3993809223175)
(60, 61.109718072851059, 0.0247, 3609.581460952759)
(61, 61.095462471938518, 0.0263, 3668.882649898529)
(62, 61.082116095052193, 0.0281, 3728.0811598300934)
(63, 61.068629347634918, 0.0268, 3787.33420085907)
(64, 61.069521506263108, 0.0271, 3846.49706697464)
(65, 61.042935823216879, 0.0269, 3905.47353887558)
(66, 61.047940339986226, 0.0285, 3964.780371904373)
(67, 61.058774430183732, 0.0258, 4023.8441109657288)
(68, 61.019420189717053, 0.028, 4083.1275329589844)
(69, 61.041731512644837, 0.0288, 4142.17706990242)
(70, 61.005347166702137, 0.0274, 4201.250952959061)
(71, 61.003389222702737, 0.0271, 4260.235415935516)
(72, 60.993430589459834, 0.0269, 4319.495030879974)
(73, 60.997231689340062, 0.0262, 4378.812893867493)
(74, 60.989489043261159, 0.0269, 4437.901481866837)
(75, 60.978515185452508, 0.0257, 4497.163332939148)
(76, 60.956502042732225, 0.027, 4556.439122915268)
(77, 60.956241805478918, 0.0275, 4615.695436954498)
(78, 60.941867261586701, 0.0265, 4674.98757481575)
(79, 60.930072911483109, 0.0246, 4734.197928905487)
(80, 60.892007898641936, 0.0263, 4793.297215938568)
(81, 60.907475139529247, 0.0262, 4852.558434963226)
(82, 60.89168422722679, 0.0255, 4911.668035030365)
(83, 60.897531242022104, 0.0269, 4970.843219995499)
(84, 60.901572483836581, 0.0264, 5029.965586900711)
(85, 60.869868809885517, 0.0279, 5089.211061000824)
(86, 60.895587866953647, 0.0268, 5148.32826089859)
(87, 60.857007554994432, 0.0244, 5207.629993915558)
(88, 60.867565716670207, 0.0239, 5266.718313932419)
(89, 60.851281355000296, 0.0271, 5325.843815803528)
(90, 60.826035228725381, 0.0254, 5385.129568815231)
(91, 60.801316613916029, 0.027, 5444.331815004349)
(92, 60.800797525113509, 0.0281, 5503.572067022324)
(93, 60.817952870136011, 0.0248, 5562.6626698970795)
(94, 60.794561214155365, 0.0267, 5621.818365812302)
(95, 60.792366670331234, 0.0256, 5680.731352806091)
(96, 60.780532423461018, 0.025, 5739.676214933395)
(97, 60.750821320811809, 0.0271, 5798.5496299266815)
(98, 60.757621137742987, 0.0257, 5857.578532934189)
(99, 60.766751623695704, 0.0271, 5916.37216091156)
done.
