denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(87, 62.70582396020383, 0.029, 5279.518713951111)
(88, 62.695905260682409, 0.0278, 5339.514940977097)
(89, 62.684407840322343, 0.031, 5399.2166039943695)
(90, 62.703867528998465, 0.0286, 5459.1903920173645)
(91, 62.702800707661439, 0.0285, 5519.071241140366)
(92, 62.690586073706228, 0.0292, 5578.935250997543)
(93, 62.679090424755273, 0.0276, 5638.95397400856)
(94, 62.658408351493811, 0.0301, 5698.903558969498)
(95, 62.659460297632243, 0.0285, 5758.780477046967)
(96, 62.639995500196086, 0.0294, 5818.760241031647)
(97, 62.638287012818409, 0.0281, 5878.67826294899)
(98, 62.600695926399887, 0.0271, 5938.65708398819)
(99, 62.656882316710693, 0.0281, 5998.5128490924835)
done.
