denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.050000
epoch, cost, error_rate, time
(0, 62.732900859172759, 0.0773, 62.6299409866333)
(1, 58.224892199235256, 0.0657, 125.24603414535522)
(2, 57.465796702422864, 0.0629, 187.9299659729004)
(3, 56.987530719709568, 0.061, 250.51646208763123)
(4, 56.607937247542665, 0.0543, 313.2696340084076)
(5, 56.255134066757314, 0.0538, 376.06316614151)
(6, 55.971267136817097, 0.0501, 438.6433620452881)
(7, 55.707239264347798, 0.0482, 501.57643699645996)
(8, 55.516544359088023, 0.0484, 564.2855610847473)
(9, 55.319162606666239, 0.0467, 627.0271461009979)
(10, 55.167628652743495, 0.0435, 689.7613279819489)
(11, 55.018974959578529, 0.0431, 752.296117067337)
(12, 54.911775242168005, 0.042, 815.0630171298981)
(13, 54.801618439064114, 0.0426, 878.0304172039032)
(14, 54.698259274292667, 0.0429, 940.7588911056519)
(15, 54.612332789771017, 0.0397, 1003.5065929889679)
(16, 54.539134348360754, 0.0383, 1066.3030409812927)
(17, 54.46630253567259, 0.0388, 1129.0779120922089)
(18, 54.410477171755744, 0.0384, 1191.827444076538)
(19, 54.345016331853436, 0.0362, 1254.6278760433197)
(20, 54.293803144815925, 0.0373, 1317.625056028366)
(21, 54.226636144373579, 0.0358, 1380.376177072525)
(22, 54.184218861268064, 0.035, 1443.0522751808167)
(23, 54.14196358023279, 0.0339, 1505.7259511947632)
(24, 54.103197740880624, 0.0346, 1568.494395017624)
(25, 54.063192843584659, 0.0341, 1631.210368156433)
(26, 54.012640035663686, 0.034, 1694.0742042064667)
(27, 53.983862833764803, 0.0323, 1757.0363771915436)
(28, 53.949352491583085, 0.0333, 1819.733183145523)
(29, 53.915999949343082, 0.0322, 1882.2622940540314)
(30, 53.881622260628909, 0.0333, 1944.873811006546)
(31, 53.850976166878382, 0.0328, 2007.8388440608978)
(32, 53.831801123112129, 0.0316, 2070.3669650554657)
(33, 53.795534880990793, 0.0317, 2133.1687591075897)
(34, 53.77317987416022, 0.0314, 2195.887693166733)
(35, 53.747397634966568, 0.0313, 2258.555319070816)
(36, 53.721491628593775, 0.0311, 2321.4354531764984)
(37, 53.696797425469839, 0.0313, 2384.1283321380615)
(38, 53.678154294106832, 0.0301, 2446.8388211727142)
(39, 53.660357396293691, 0.0303, 2509.7806980609894)
(40, 53.642941665972643, 0.031, 2572.3460550308228)
(41, 53.624205603593389, 0.0304, 2635.160462141037)
(42, 53.59571996240566, 0.0296, 2697.986451148987)
(43, 53.580711169438253, 0.0305, 2760.7424421310425)
(44, 53.568001013679428, 0.0291, 2823.5793039798737)
(45, 53.541861997024505, 0.0301, 2886.247479200363)
(46, 53.53027498987673, 0.0293, 2949.206813097)
(47, 53.51559307898593, 0.0297, 3011.914051055908)
(48, 53.496607855934094, 0.0291, 3074.85174202919)
(49, 53.488659924883805, 0.0292, 3137.582008123398)
done.
