denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.050000
epoch, cost, error_rate, time
(46, 53.645650229736695, 0.0326, 2756.8883690834045)
(47, 53.636999137629175, 0.0324, 2815.5128059387207)
(48, 53.608075721124422, 0.032, 2874.119113922119)
(49, 53.594328089411327, 0.031, 2932.871621131897)
(50, 53.598082362953377, 0.0324, 2991.414013147354)
(51, 53.570250546718015, 0.0315, 3050.1088099479675)
(52, 53.562219524083822, 0.031, 3108.704455137253)
(53, 53.546323350156136, 0.0325, 3167.3803341388702)
(54, 53.530939806243751, 0.0296, 3226.0276050567627)
(55, 53.503617425532177, 0.0314, 3284.7554700374603)
(56, 53.507139034920499, 0.0314, 3343.433449983597)
(57, 53.505139424189672, 0.0317, 3402.078877925873)
(58, 53.478742019961928, 0.0301, 3460.670840024948)
(59, 53.468785332757314, 0.0301, 3519.2815771102905)
(60, 53.446600158724308, 0.0299, 3577.9847350120544)
(61, 53.434257216084141, 0.0291, 3636.4337260723114)
(62, 53.42687537927565, 0.0291, 3695.0705461502075)
(63, 53.421349188377008, 0.0294, 3753.582818031311)
(64, 53.411038063020015, 0.0298, 3812.0433299541473)
(65, 53.387137388163431, 0.0297, 3870.8853311538696)
(66, 53.380451702080087, 0.0295, 3929.3858840465546)
(67, 53.382887156072634, 0.0289, 3987.9542319774628)
(68, 53.371138592479667, 0.0284, 4046.574772119522)
(69, 53.362747270134001, 0.0293, 4105.076807022095)
(70, 53.360111320278726, 0.0289, 4163.730416059494)
(71, 53.342686678803759, 0.0289, 4222.3632271289825)
(72, 53.32538214457729, 0.0293, 4280.843575954437)
(73, 53.332251805478521, 0.0294, 4339.562132120132)
(74, 53.326491711795903, 0.0287, 4398.278120040894)
(75, 53.318171886770543, 0.0286, 4456.732597112656)
(76, 53.301101372018387, 0.0285, 4515.289782047272)
(77, 53.295726362275929, 0.029, 4574.126960992813)
(78, 53.286826134872889, 0.0262, 4632.701671123505)
(79, 53.267455044491598, 0.0279, 4691.043103933334)
(80, 53.273958694190448, 0.0306, 4749.616724014282)
(81, 53.262396738037609, 0.0281, 4808.120595932007)
(82, 53.245274385433007, 0.0289, 4866.638330936432)
(83, 53.245418751777287, 0.0277, 4925.2704310417175)
(84, 53.237261573018017, 0.0275, 4983.674152135849)
(85, 53.243416167359193, 0.0278, 5042.300758123398)
(86, 53.23034214467971, 0.027, 5100.862780094147)
(87, 53.216789872666602, 0.026, 5159.375039100647)
(88, 53.214227276831132, 0.0263, 5217.917681932449)
(89, 53.199972130148673, 0.0262, 5276.564362049103)
(90, 53.19790672090199, 0.0272, 5335.097675085068)
(91, 53.192162586395362, 0.0275, 5393.5912709236145)
(92, 53.170499813623607, 0.0274, 5452.258069992065)
(93, 53.178314139152214, 0.0271, 5510.939140081406)
(94, 53.161305411657423, 0.027, 5569.279552936554)
(95, 53.167863634801506, 0.0266, 5627.855298042297)
(96, 53.15652225624202, 0.027, 5686.363481044769)
(97, 53.140791818405212, 0.0266, 5745.035541057587)
(98, 53.141180797608008, 0.0275, 5803.3570301532745)
(99, 53.141261925654931, 0.0259, 5861.916994094849)
done.
