denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 57.868154827799238, 0.0782, 59.16264605522156)
(1, 53.219780833530578, 0.0724, 118.06279683113098)
(2, 52.656189772637177, 0.0701, 177.08174586296082)
(3, 52.347932367884212, 0.0668, 236.13216996192932)
(4, 52.129996134232435, 0.0641, 294.98241090774536)
(5, 51.958254193133385, 0.0617, 353.9040608406067)
(6, 51.814814121296486, 0.0603, 412.89601492881775)
(7, 51.690745520569962, 0.0576, 471.99233984947205)
(8, 51.580998822826018, 0.0555, 531.1968719959259)
(9, 51.482521128440091, 0.0543, 590.2642338275909)
(10, 51.393354024469566, 0.0518, 649.5132780075073)
(11, 51.312146284622713, 0.0513, 708.7584340572357)
(12, 51.237876154145376, 0.0499, 768.1495358943939)
(13, 51.169686749134897, 0.0493, 827.2492258548737)
(14, 51.106830369080448, 0.0494, 886.4728028774261)
(15, 51.048655223190472, 0.0489, 945.6731338500977)
(16, 50.994594236159259, 0.0477, 1004.7433769702911)
(17, 50.944158526212703, 0.047, 1063.9104540348053)
(18, 50.896936170825001, 0.0463, 1122.9811079502106)
(19, 50.852587403603835, 0.0453, 1182.1281549930573)
(20, 50.810832955305159, 0.0446, 1241.1776599884033)
(21, 50.771440096572192, 0.0441, 1300.5287499427795)
(22, 50.734207715973149, 0.044, 1359.5664539337158)
(23, 50.698953813476585, 0.0432, 1418.7708458900452)
(24, 50.665511217489914, 0.0427, 1477.9119369983673)
(25, 50.633726444415011, 0.042, 1536.9574630260468)
(26, 50.60345811254124, 0.0417, 1595.9576280117035)
(27, 50.574576813784098, 0.0417, 1655.2011559009552)
(28, 50.546965699789077, 0.0418, 1714.4196510314941)
(29, 50.520520530736853, 0.0418, 1773.5516970157623)
(30, 50.495149161480647, 0.041, 1832.5977280139923)
(31, 50.470770844352266, 0.0408, 1891.5744650363922)
(32, 50.44731529888908, 0.0404, 1950.5308079719543)
(33, 50.424721292339491, 0.0404, 2009.713525056839)
(34, 50.402934806245341, 0.0405, 2068.820806980133)
(35, 50.381907184623294, 0.0404, 2128.0206818580627)
(36, 50.361593625062476, 0.0398, 2187.1108219623566)
(37, 50.341952207384445, 0.0396, 2246.0984568595886)
(38, 50.322943425649072, 0.0401, 2305.3462178707123)
(39, 50.304529927387719, 0.0402, 2364.3691370487213)
(40, 50.286676304788578, 0.04, 2423.3421669006348)
(41, 50.269348983808499, 0.0396, 2482.3938088417053)
(42, 50.252516226672661, 0.0395, 2541.4774799346924)
(43, 50.236148188860298, 0.0395, 2600.6912848949432)
(44, 50.220216974640984, 0.039, 2659.8429708480835)
(45, 50.20469667433057, 0.0392, 2718.8289330005646)
(46, 50.189563378184083, 0.0391, 2777.9720640182495)
(47, 50.174795144233428, 0.0388, 2837.0274970531464)
(48, 50.160371902323206, 0.0388, 2896.1544258594513)
(49, 50.146275323442971, 0.0383, 2955.0892219543457)
(50, 50.132488712884417, 0.0383, 3014.0995738506317)
(51, 50.118996941092369, 0.0382, 3073.3630418777466)
(52, 50.105786345209125, 0.0378, 3132.593523979187)
(53, 50.092844518214001, 0.0378, 3191.5821640491486)
(54, 50.080159985905595, 0.0376, 3250.657987833023)
(55, 50.067721862951842, 0.0373, 3309.626426935196)
(56, 50.055519587054903, 0.0375, 3368.7208828926086)
(57, 50.043542773894103, 0.0374, 3427.9122338294983)
(58, 50.031781181112287, 0.0374, 3486.901304960251)
(59, 50.020224746346891, 0.0373, 3545.847410917282)
(60, 50.008863664462559, 0.0375, 3604.939920902252)
(61, 49.997688477290843, 0.0377, 3663.9345638751984)
(62, 49.986690157141332, 0.0375, 3723.2405319213867)
(63, 49.975860171585033, 0.0375, 3782.3806409835815)
(64, 49.965190521625729, 0.0377, 3841.366185903549)
(65, 49.954673750223087, 0.0376, 3900.492481946945)
(66, 49.944302922844805, 0.0375, 3959.5496900081635)
(67, 49.934071585913344, 0.0376, 4018.677747964859)
(68, 49.923973711742782, 0.0378, 4077.6818108558655)
(69, 49.914003638912362, 0.0377, 4136.876207828522)
