denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.250000
epoch, cost, error_rate, time
(47, 61.313318873826987, 0.0297, 2878.203341960907)
(48, 61.2822267104576, 0.0301, 2937.9551339149475)
(49, 61.275381356887323, 0.0299, 2997.5734329223633)
(50, 61.274103139281344, 0.0263, 3057.1401658058167)
(51, 61.234826875592823, 0.0264, 3116.8966047763824)
(52, 61.23576246062234, 0.0287, 3176.479323863983)
(53, 61.22505232002004, 0.0293, 3236.165272951126)
(54, 61.188710045358143, 0.0305, 3295.88737988472)
(55, 61.159621002456078, 0.0279, 3355.7125380039215)
(56, 61.187709869640074, 0.0279, 3415.2089698314667)
(57, 61.168651937020535, 0.0287, 3474.9309089183807)
(58, 61.144892611644067, 0.0273, 3534.757873773575)
(59, 61.117309157957102, 0.0276, 3594.3829119205475)
(60, 61.111733479587336, 0.0268, 3654.2861778736115)
(61, 61.100986826647237, 0.028, 3713.8720169067383)
(62, 61.109496656651118, 0.0265, 3773.70543885231)
(63, 61.108614768839026, 0.0283, 3833.438981771469)
(64, 61.07159045245043, 0.0271, 3893.2720007896423)
(65, 61.055829881043593, 0.0275, 3952.9282019138336)
(66, 61.064446165025522, 0.0283, 4012.6898629665375)
(67, 61.056990526794657, 0.0264, 4072.3391768932343)
(68, 61.022248555081433, 0.0274, 4131.992612838745)
(69, 61.017066696615714, 0.0289, 4191.774954795837)
(70, 61.021768246361425, 0.0276, 4251.481312990189)
(71, 60.994565074716185, 0.0289, 4311.23277592659)
(72, 60.995041076086146, 0.0274, 4370.984267950058)
(73, 60.989732558729898, 0.0275, 4430.6972219944)
(74, 60.954936436021221, 0.0271, 4490.369285821915)
(75, 60.929228164813864, 0.0267, 4550.139741897583)
(76, 60.948961727825299, 0.0265, 4609.861568927765)
(77, 60.966131318954773, 0.0273, 4669.498350858688)
(78, 60.923771519729719, 0.0253, 4729.110885858536)
(79, 60.914010869510143, 0.0276, 4788.924999952316)
(80, 60.897631812406914, 0.0264, 4848.656194925308)
(81, 60.928982091882659, 0.0273, 4908.347151994705)
(82, 60.899962937480197, 0.0281, 4967.915209770203)
(83, 60.874757421575943, 0.0274, 5027.575033903122)
(84, 60.889757445470138, 0.0262, 5087.0316507816315)
(85, 60.883818744846025, 0.0266, 5146.760572910309)
(86, 60.856299615784337, 0.0266, 5206.584930896759)
(87, 60.869231295963132, 0.0256, 5266.589607000351)
(88, 60.832352428533355, 0.0263, 5326.067294836044)
(89, 60.817137821094811, 0.0259, 5385.878820896149)
(90, 60.829243380911137, 0.0284, 5445.560371875763)
(91, 60.823909432233251, 0.028, 5505.2450749874115)
(92, 60.836364152340757, 0.0275, 5564.935438871384)
(93, 60.813740643550375, 0.0267, 5624.380466938019)
(94, 60.777057496767888, 0.0262, 5683.957361936569)
(95, 60.809838089453429, 0.0255, 5743.54328584671)
(96, 60.791495383823381, 0.0259, 5803.19030380249)
(97, 60.7851167162462, 0.0261, 5862.851571798325)
(98, 60.784660341690014, 0.0245, 5922.313782930374)
(99, 60.773794167112442, 0.0254, 5981.718940973282)
done.
