denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 57.888263071859953, 0.0764, 58.50439500808716)
(1, 53.22832254473888, 0.0723, 117.07085990905762)
(2, 52.666138962842432, 0.0689, 175.66752982139587)
(3, 52.362512510562723, 0.0658, 234.00360989570618)
(4, 52.148054403490768, 0.062, 292.5155940055847)
(5, 51.977991740505232, 0.0581, 350.85155296325684)
(6, 51.834958680860183, 0.0545, 409.06009697914124)
(7, 51.710586409603224, 0.0518, 467.43440198898315)
(8, 51.600173888071147, 0.0505, 526.0144979953766)
(9, 51.500789961527701, 0.049, 584.4042949676514)
(10, 51.41051306182991, 0.0473, 642.7859609127045)
(11, 51.328034033064057, 0.046, 701.1659219264984)
(12, 51.252397612735585, 0.0464, 759.7239079475403)
(13, 51.18283375816079, 0.0453, 818.3639409542084)
(14, 51.118677537848704, 0.0444, 876.9217829704285)
(15, 51.059339810927064, 0.044, 935.3549628257751)
(16, 51.004293357901759, 0.0436, 993.7573869228363)
(17, 50.953067976612502, 0.0434, 1052.0125570297241)
(18, 50.905249286574474, 0.0432, 1110.5718448162079)
(19, 50.860476536662922, 0.0424, 1168.931694984436)
(20, 50.818437995063732, 0.0424, 1227.3307118415833)
(21, 50.778863211417502, 0.0422, 1285.818568944931)
(22, 50.741514911947611, 0.042, 1344.2227568626404)
(23, 50.706183048626556, 0.0411, 1402.5707440376282)
(24, 50.672680599574356, 0.0406, 1460.8883390426636)
(25, 50.640840584501277, 0.0402, 1519.213443994522)
(26, 50.610514411598665, 0.0397, 1577.58918094635)
(27, 50.581571071262466, 0.0393, 1636.0314729213715)
(28, 50.553896472644716, 0.0396, 1694.4288358688354)
(29, 50.527392715004815, 0.0391, 1752.9573488235474)
(30, 50.501976672406542, 0.0389, 1811.3759689331055)
(31, 50.477576897934362, 0.0379, 1869.8374888896942)
(32, 50.45412952927046, 0.0376, 1928.3307378292084)
(33, 50.431574999624281, 0.0369, 1986.7516059875488)
(34, 50.409856290707111, 0.0372, 2045.1153600215912)
(35, 50.38891840109622, 0.0373, 2103.6269478797913)
(36, 50.368708531666101, 0.0372, 2162.0089268684387)
(37, 50.349176621244638, 0.0374, 2220.5824518203735)
(38, 50.330275976343749, 0.0374, 2278.9544110298157)
(39, 50.311963802285511, 0.0373, 2337.1973128318787)
(40, 50.294201494213745, 0.0369, 2395.5016598701477)
(41, 50.276954618953923, 0.037, 2453.8633468151093)
(42, 50.260192611240988, 0.0368, 2512.244786977768)
(43, 50.243888280372168, 0.0366, 2570.6833820343018)
(44, 50.22801724606601, 0.0364, 2629.226114988327)
(45, 50.212557401450944, 0.0362, 2687.7079520225525)
(46, 50.197488460433661, 0.036, 2746.1419739723206)
(47, 50.182791606415918, 0.0359, 2804.4383430480957)
(48, 50.168449231518082, 0.0359, 2862.904510974884)
(49, 50.154444744018257, 0.0358, 2921.2981300354004)
(50, 50.140762424275835, 0.0358, 2979.6275548934937)
(51, 50.127387317054222, 0.0354, 3038.0879168510437)
(52, 50.11430515180718, 0.035, 3096.5014719963074)
(53, 50.101502281050372, 0.035, 3154.7948570251465)
(54, 50.088965625127535, 0.0347, 3213.2609560489655)
(55, 50.076682613773706, 0.0348, 3271.806473016739)
(56, 50.064641121492514, 0.0348, 3330.2870638370514)
(57, 50.052829403406214, 0.0349, 3388.6349680423737)
(58, 50.041236047565903, 0.0349, 3447.1543288230896)
(59, 50.029849965725475, 0.0346, 3505.62082195282)
(60, 50.018660444086414, 0.0346, 3563.7885568141937)
(61, 50.007657264330092, 0.0345, 3622.2047159671783)
(62, 49.996830880268398, 0.0343, 3680.6215398311615)
(63, 49.986172602370438, 0.0341, 3739.069650888443)
(64, 49.975674724028522, 0.034, 3797.4503588676453)
(65, 49.96533054365409, 0.0339, 3855.897246837616)
(66, 49.955134286765343, 0.0341, 3914.304461956024)
(67, 49.945080969445776, 0.0336, 3972.7017199993134)
(68, 49.935166243693082, 0.0336, 4030.990028858185)
(69, 49.92538624891661, 0.0333, 4089.269604921341)
(70, 49.915737484468771, 0.0329, 4147.627514839172)
(71, 49.906216711801143, 0.0328, 4205.91862487793)
(72, 49.896820885072998, 0.0328, 4264.289621829987)
(73, 49.887547100849815, 0.0332, 4322.664460897446)
(74, 49.878392554512196, 0.0332, 4381.2510759830475)
(75, 49.86935449174598, 0.0329, 4439.661592006683)
(76, 49.860430144537773, 0.0329, 4497.948802947998)
(77, 49.851616640771013, 0.033, 4556.548336029053)
(78, 49.842910878494131, 0.0329, 4615.060354948044)
(79, 49.834309374252371, 0.0328, 4673.43387389183)
(80, 49.825808167861531, 0.0327, 4731.770877838135)
(81, 49.8174030315799, 0.0326, 4790.1511759758)
(82, 49.809090292883972, 0.0325, 4848.568300008774)
(83, 49.800867954705105, 0.0325, 4906.967171907425)
(84, 49.792735952095647, 0.0326, 4965.607084989548)
(85, 49.784695149795006, 0.0329, 5024.048028945923)
(86, 49.776746128335738, 0.0329, 5082.526309967041)
(87, 49.768888673312965, 0.0329, 5140.821533918381)
(88, 49.761121875182887, 0.0328, 5199.177562952042)
(89, 49.75344438813709, 0.0331, 5257.682087898254)
(90, 49.74585462940172, 0.0332, 5316.1689648628235)
(91, 49.738350902878551, 0.0332, 5374.6658709049225)
(92, 49.730931473333946, 0.0332, 5433.214793920517)
(93, 49.723594608481307, 0.0328, 5491.789948940277)
(94, 49.7163385986916, 0.0326, 5550.203372955322)
(95, 49.709161761123227, 0.0324, 5608.8235449790955)
(96, 49.7020624336445, 0.0324, 5667.202038049698)
(97, 49.695038963005238, 0.0322, 5725.571969032288)
(98, 49.688089691445711, 0.0323, 5783.917475938797)
(99, 49.681212945241498, 0.0322, 5842.262300014496)
done.
