denoising autoencoder, full feedback
epochs = 100
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(84, 49.799928509351631, 0.0341, 4984.553105831146)
(85, 49.791592337405994, 0.0339, 5043.181660890579)
(86, 49.783347575267811, 0.0338, 5101.7525799274445)
(87, 49.775192558795197, 0.034, 5160.333097934723)
(88, 49.767125613130894, 0.0341, 5219.061304807663)
(89, 49.759145069763093, 0.0341, 5277.849716901779)
(90, 49.751249290721297, 0.0341, 5336.533502817154)
(91, 49.743436695909708, 0.0343, 5395.210692882538)
(92, 49.735705787766356, 0.0342, 5453.756552934647)
(93, 49.728055166843063, 0.0341, 5512.360606908798)
(94, 49.720483533711679, 0.0344, 5571.103111982346)
(95, 49.712989676812775, 0.0345, 5629.765138864517)
(96, 49.705572451313436, 0.0346, 5688.5434238910675)
(97, 49.69823075786033, 0.0346, 5747.094237804413)
(98, 49.690963529938138, 0.0344, 5805.817734956741)
(99, 49.683769734080052, 0.0346, 5864.520154953003)
done.
