epoch,delta_time,cost,error_rate
1,111.706707954,82.7020035143,0.0944
2,124.641835928,74.1254597709,0.0759
3,107.647442102,71.9783184245,0.0725
4,104.480644941,70.9424798437,0.067
5,106.40178299,70.3479874917,0.0635
6,103.186137915,69.9800145548,0.06
7,103.509693861,69.7001838781,0.0604
8,105.483481169,69.5156247662,0.0549
